sample_name,mgrast_id,depth,elevation,agrochem_addition,crop_rotation,cur_land_use,cur_vegetation,cur_vegetation_meth,drainage_class,extreme_event,fao_class,fire,horizon,horizon_meth,link_class_info,local_class,local_class_meth,misc_param,ph,ph_meth,pool_dna_extracts,previous_land_use,sieving,slope_gradient,soil_type,soil_type_meth,store_cond,texture,texture_meth,tillage,tot_n,tot_n_meth,water_content_soil,water_content_soil_meth,misc_param_1,misc_param_10,misc_param_11,misc_param_12,misc_param_13,misc_param_14,misc_param_15,misc_param_16,misc_param_17,misc_param_18,misc_param_2,misc_param_3,misc_param_4,misc_param_5,misc_param_6,misc_param_7,misc_param_8,misc_param_9,misc_param_ag_treatment,misc_param_ag_treatment_uniq,misc_param_fraction,misc_param_fraction_uniq
CC35-MM-October2012,mge94589,,,72 lb N/acre liquid urea ammonia nitrate (32% solution) applied at planting (2012-5-11); Spray 28 oz/ac  Roundup PowerMax (49% glyphosate) + 19 oz/ac Outlook (2012-5-12);  100 lb N/acre liquid urea ammonia nitrate (32% solution) + 28 oz/ac Roundup PowerMax (49% glyphosate) (2012-6-12),no,row crop agriculture,7,USNVC,somewhat poorly drained,2012 drought year,Phaeozem,no,Ap,USDA Soil Survey,http://websoilsurvey.nrcs.usda.gov/app/WebSoilSurvey.aspx,Hapludoll + Endoaquoll,USDA NRCS,,6.51,"pH meter, 1:2 soil:H2O",no,"row crop, ?-2007",1-0.25 mm,0-3%,Nicollet loam + Webster silty clay loam,USDA NRCS,DNA extracted immediately after sieving,"29.3, 40.5, 30.1",pipette,no,,,0.134515890613,gravimetric,env_package: soil,,,,,,,,,,3483.61069535,304.473864918,53.494631447,20.6823120469,68.2843639428,378.650808412,,,CC,CC_24,MM,MM_6
CC35-Micro-July2012,mge94394,,,72 lb N/acre liquid urea ammonia nitrate (32% solution) applied at planting (2012-5-11); Spray 28 oz/ac  Roundup PowerMax (49% glyphosate) + 19 oz/ac Outlook (2012-5-12);  100 lb N/acre liquid urea ammonia nitrate (32% solution) + 28 oz/ac Roundup PowerMax (49% glyphosate) (2012-6-12),no,row crop agriculture,7,USNVC,somewhat poorly drained,2012 drought year,Phaeozem,no,Ap,USDA Soil Survey,http://websoilsurvey.nrcs.usda.gov/app/WebSoilSurvey.aspx,Hapludoll + Endoaquoll,USDA NRCS,3.428792715,6.29,"pH meter, 1:2 soil:H2O",no,"row crop, ?-2007",2-1 mm,0-3%,Nicollet loam + Webster silty clay loam,USDA NRCS,(-80C) for 3 months,"29.3, 40.5, 30.1",pipette,no,0.0749455541372,dry combustion,0.0968783638321,gravimetric,env_package: soil,36.1151816849,4.37911106814,17.0719124256,2.07003806071,5.34243989943,0.647792330067,1.2125402293,49,0.966887417219,1510.24387746,137.853007618,19.4909060893,9.1081131351,22.1475328342,166.452026842,298.084912046,36.1439947603,CC,CC_25,Micro,Micro_5
CC35-Micro-October2012,mge94586,,,72 lb N/acre liquid urea ammonia nitrate (32% solution) applied at planting (2012-5-11); Spray 28 oz/ac  Roundup PowerMax (49% glyphosate) + 19 oz/ac Outlook (2012-5-12);  100 lb N/acre liquid urea ammonia nitrate (32% solution) + 28 oz/ac Roundup PowerMax (49% glyphosate) (2012-6-12),no,row crop agriculture,7,USNVC,somewhat poorly drained,2012 drought year,Phaeozem,no,Ap,USDA Soil Survey,http://websoilsurvey.nrcs.usda.gov/app/WebSoilSurvey.aspx,Hapludoll + Endoaquoll,USDA NRCS,,6.51,"pH meter, 1:2 soil:H2O",no,"row crop, ?-2007",2-1 mm,0-3%,Nicollet loam + Webster silty clay loam,USDA NRCS,DNA extracted immediately after sieving,"29.3, 40.5, 30.1",pipette,no,,,0.102813852814,gravimetric,env_package: soil,,,,,,,,,,2652.21920301,374.928782047,67.6216572795,44.1655321673,46.686895608,486.715971493,,,CC,CC_26,Micro,Micro_6
CC35-SM-July2012,mge94400,,,72 lb N/acre liquid urea ammonia nitrate (32% solution) applied at planting (2012-5-11); Spray 28 oz/ac  Roundup PowerMax (49% glyphosate) + 19 oz/ac Outlook (2012-5-12);  100 lb N/acre liquid urea ammonia nitrate (32% solution) + 28 oz/ac Roundup PowerMax (49% glyphosate) (2012-6-12),no,row crop agriculture,7,USNVC,somewhat poorly drained,2012 drought year,Phaeozem,no,Ap,USDA Soil Survey,http://websoilsurvey.nrcs.usda.gov/app/WebSoilSurvey.aspx,Hapludoll + Endoaquoll,USDA NRCS,3.12284112,6.29,"pH meter, 1:2 soil:H2O",no,"row crop, ?-2007",<0.25 mm,0-3%,Nicollet loam + Webster silty clay loam,USDA NRCS,(-80C) for 3 months,"29.3, 40.5, 30.1",pipette,no,0.0736933276057,dry combustion,0.0852459016393,gravimetric,env_package: soil,36.1151816849,4.37911106814,17.0719124256,2.07003806071,5.34243989943,0.647792330067,1.2125402293,49,0.966887417219,1810.13533047,151.203450995,25.3857025241,10.4763129327,27.6257839618,187.065466452,298.084912046,36.1439947603,CC,CC_27,SM,SM_5
CC35-SM-October2012,mge94592,,,72 lb N/acre liquid urea ammonia nitrate (32% solution) applied at planting (2012-5-11); Spray 28 oz/ac  Roundup PowerMax (49% glyphosate) + 19 oz/ac Outlook (2012-5-12);  100 lb N/acre liquid urea ammonia nitrate (32% solution) + 28 oz/ac Roundup PowerMax (49% glyphosate) (2012-6-12),no,row crop agriculture,7,USNVC,somewhat poorly drained,2012 drought year,Phaeozem,no,Ap,USDA Soil Survey,http://websoilsurvey.nrcs.usda.gov/app/WebSoilSurvey.aspx,Hapludoll + Endoaquoll,USDA NRCS,,6.51,"pH meter, 1:2 soil:H2O",no,"row crop, ?-2007",<0.25 mm,0-3%,Nicollet loam + Webster silty clay loam,USDA NRCS,DNA extracted immediately after sieving,"29.3, 40.5, 30.1",pipette,no,,,0.119518486672,gravimetric,env_package: soil,,,,,,,,,,3560.97841824,490.609886447,80.181203247,45.1853663108,106.006424438,615.976456005,,,CC,CC_28,SM,SM_6
CC35-WS-July2012,mge94403,,,72 lb N/acre liquid urea ammonia nitrate (32% solution) applied at planting (2012-5-11); Spray 28 oz/ac  Roundup PowerMax (49% glyphosate) + 19 oz/ac Outlook (2012-5-12);  100 lb N/acre liquid urea ammonia nitrate (32% solution) + 28 oz/ac Roundup PowerMax (49% glyphosate) (2012-6-12),no,row crop agriculture,7,USNVC,somewhat poorly drained,2012 drought year,Phaeozem,no,Ap,USDA Soil Survey,http://websoilsurvey.nrcs.usda.gov/app/WebSoilSurvey.aspx,Hapludoll + Endoaquoll,USDA NRCS,3.499586105,6.29,"pH meter, 1:2 soil:H2O",no,"row crop, ?-2007",8 mm,0-3%,Nicollet loam + Webster silty clay loam,USDA NRCS,(-80C) for 3 months,"29.3, 40.5, 30.1",pipette,no,0.0750646293163,dry combustion,0.113839285714,gravimetric,env_package: soil,36.1151816849,4.37911106814,17.0719124256,2.07003806071,5.34243989943,0.647792330067,1.2125402293,49,0.966887417219,2202.19106043,170.621368256,25.8420500012,12.8923207822,44.2574287686,209.355739039,298.084912046,36.1439947603,CC,CC_29,WS,WS_5
CC35-WS-October2012,mge94595,,,72 lb N/acre liquid urea ammonia nitrate (32% solution) applied at planting (2012-5-11); Spray 28 oz/ac  Roundup PowerMax (49% glyphosate) + 19 oz/ac Outlook (2012-5-12);  100 lb N/acre liquid urea ammonia nitrate (32% solution) + 28 oz/ac Roundup PowerMax (49% glyphosate) (2012-6-12),no,row crop agriculture,7,USNVC,somewhat poorly drained,2012 drought year,Phaeozem,no,Ap,USDA Soil Survey,http://websoilsurvey.nrcs.usda.gov/app/WebSoilSurvey.aspx,Hapludoll + Endoaquoll,USDA NRCS,,6.51,"pH meter, 1:2 soil:H2O",no,"row crop, ?-2007",8 mm,0-3%,Nicollet loam + Webster silty clay loam,USDA NRCS,DNA extracted immediately after sieving,"29.3, 40.5, 30.1",pipette,no,,,0.118221258134,gravimetric,env_package: soil,,,,,,,,,,2133.97634348,363.333236656,48.7462506038,22.6407552067,66.5411896331,434.720242467,,,CC,CC_30,WS,WS_6
CC43-LM-July2012,mge94406,,,72 lb N/acre liquid urea ammonia nitrate (32% solution) applied at planting (2012-5-11); Spray 28 oz/ac  Roundup PowerMax (49% glyphosate) + 19 oz/ac Outlook (2012-5-12);  100 lb N/acre liquid urea ammonia nitrate (32% solution) + 28 oz/ac Roundup PowerMax (49% glyphosate) (2012-6-12),no,row crop agriculture,7,USNVC,somewhat poorly drained,2012 drought year,Phaeozem,no,Ap,USDA Soil Survey,http://websoilsurvey.nrcs.usda.gov/app/WebSoilSurvey.aspx,Hapludoll,USDA NRCS,3.556928158,6.71,"pH meter, 1:2 soil:H2O",no,"row crop, ?-2007",8-2 mm,0-3%,Nicollet loam,USDA NRCS,(-80C) for 3 months,"48.0, 32.9, 19.0",pipette,no,0.0774749591947,dry combustion,0.110244988864,gravimetric,env_package: soil,1.82208927978,0.228223127304,15.8459639984,1.98476304043,5.32407388501,0.666859086172,1.25253537155,44,0.960451977401,1974.46881964,132.885993762,17.663059823,7.50739262876,39.7691499435,158.056446214,17.0900192683,2.1405853634,CC,CC_31,LM,LM_7
CC43-LM-October2012,mge94598,,,72 lb N/acre liquid urea ammonia nitrate (32% solution) applied at planting (2012-5-11); Spray 28 oz/ac  Roundup PowerMax (49% glyphosate) + 19 oz/ac Outlook (2012-5-12);  100 lb N/acre liquid urea ammonia nitrate (32% solution) + 28 oz/ac Roundup PowerMax (49% glyphosate) (2012-6-12),no,row crop agriculture,7,USNVC,somewhat poorly drained,2012 drought year,Phaeozem,no,Ap,USDA Soil Survey,http://websoilsurvey.nrcs.usda.gov/app/WebSoilSurvey.aspx,Hapludoll,USDA NRCS,,6.06,"pH meter, 1:2 soil:H2O",no,"row crop, ?-2007",8-2 mm,0-3%,Nicollet loam,USDA NRCS,DNA extracted immediately after sieving,"48.0, 32.9, 19.0",pipette,no,,,0.108873974646,gravimetric,env_package: soil,,,,,,,,,,2513.49946302,238.173185422,45.7872795224,18.4654467023,47.2039430972,302.425911647,,,CC,CC_32,LM,LM_8
CC43-MM-July2012,mge94412,,,72 lb N/acre liquid urea ammonia nitrate (32% solution) applied at planting (2012-5-11); Spray 28 oz/ac  Roundup PowerMax (49% glyphosate) + 19 oz/ac Outlook (2012-5-12);  100 lb N/acre liquid urea ammonia nitrate (32% solution) + 28 oz/ac Roundup PowerMax (49% glyphosate) (2012-6-12),no,row crop agriculture,7,USNVC,somewhat poorly drained,2012 drought year,Phaeozem,no,Ap,USDA Soil Survey,http://websoilsurvey.nrcs.usda.gov/app/WebSoilSurvey.aspx,Hapludoll,USDA NRCS,3.338401556,6.71,"pH meter, 1:2 soil:H2O",no,"row crop, ?-2007",1-0.25 mm,0-3%,Nicollet loam,USDA NRCS,(-80C) for 3 months,"48.0, 32.9, 19.0",pipette,no,0.0743824392557,dry combustion,0.106981981982,gravimetric,env_package: soil,1.82208927978,0.228223127304,15.8459639984,1.98476304043,5.32407388501,0.666859086172,1.25253537155,44,0.960451977401,2290.7371251,152.487604965,25.4750769612,8.34327082858,43.5255833325,186.305952755,17.0900192683,2.1405853634,CC,CC_33,MM,MM_7
CC43-MM-October2012,mge94604,,,72 lb N/acre liquid urea ammonia nitrate (32% solution) applied at planting (2012-5-11); Spray 28 oz/ac  Roundup PowerMax (49% glyphosate) + 19 oz/ac Outlook (2012-5-12);  100 lb N/acre liquid urea ammonia nitrate (32% solution) + 28 oz/ac Roundup PowerMax (49% glyphosate) (2012-6-12),no,row crop agriculture,7,USNVC,somewhat poorly drained,2012 drought year,Phaeozem,no,Ap,USDA Soil Survey,http://websoilsurvey.nrcs.usda.gov/app/WebSoilSurvey.aspx,Hapludoll,USDA NRCS,,6.06,"pH meter, 1:2 soil:H2O",no,"row crop, ?-2007",1-0.25 mm,0-3%,Nicollet loam,USDA NRCS,DNA extracted immediately after sieving,"48.0, 32.9, 19.0",pipette,no,,,0.117551020408,gravimetric,env_package: soil,,,,,,,,,,3819.86856497,290.513818755,53.3583202568,24.5237805146,68.2584887158,368.395919526,,,CC,CC_34,MM,MM_8
CC43-Micro-July2012,mge94409,,,72 lb N/acre liquid urea ammonia nitrate (32% solution) applied at planting (2012-5-11); Spray 28 oz/ac  Roundup PowerMax (49% glyphosate) + 19 oz/ac Outlook (2012-5-12);  100 lb N/acre liquid urea ammonia nitrate (32% solution) + 28 oz/ac Roundup PowerMax (49% glyphosate) (2012-6-12),no,row crop agriculture,7,USNVC,somewhat poorly drained,2012 drought year,Phaeozem,no,Ap,USDA Soil Survey,http://websoilsurvey.nrcs.usda.gov/app/WebSoilSurvey.aspx,Hapludoll,USDA NRCS,3.199955702,6.71,"pH meter, 1:2 soil:H2O",no,"row crop, ?-2007",2-1 mm,0-3%,Nicollet loam,USDA NRCS,(-80C) for 3 months,"48.0, 32.9, 19.0",pipette,no,0.0703928396106,dry combustion,0.0997442455243,gravimetric,env_package: soil,1.82208927978,0.228223127304,15.8459639984,1.98476304043,5.32407388501,0.666859086172,1.25253537155,44,0.960451977401,2359.42378505,238.917560963,35.5226566299,15.6440667696,44.4487455888,290.084284362,17.0900192683,2.1405853634,CC,CC_35,Micro,Micro_7
CC43-Micro-October2012,mge94601,,,72 lb N/acre liquid urea ammonia nitrate (32% solution) applied at planting (2012-5-11); Spray 28 oz/ac  Roundup PowerMax (49% glyphosate) + 19 oz/ac Outlook (2012-5-12);  100 lb N/acre liquid urea ammonia nitrate (32% solution) + 28 oz/ac Roundup PowerMax (49% glyphosate) (2012-6-12),no,row crop agriculture,7,USNVC,somewhat poorly drained,2012 drought year,Phaeozem,no,Ap,USDA Soil Survey,http://websoilsurvey.nrcs.usda.gov/app/WebSoilSurvey.aspx,Hapludoll,USDA NRCS,,6.06,"pH meter, 1:2 soil:H2O",no,"row crop, ?-2007",2-1 mm,0-3%,Nicollet loam,USDA NRCS,DNA extracted immediately after sieving,"48.0, 32.9, 19.0",pipette,no,,,0.0956316410862,gravimetric,env_package: soil,,,,,,,,,,,518.244209621,90.7461469406,47.2183135712,69.3174568339,656.208670133,,,CC,CC_36,Micro,Micro_8
CC43-SM-July2012,mge94415,,,72 lb N/acre liquid urea ammonia nitrate (32% solution) applied at planting (2012-5-11); Spray 28 oz/ac  Roundup PowerMax (49% glyphosate) + 19 oz/ac Outlook (2012-5-12);  100 lb N/acre liquid urea ammonia nitrate (32% solution) + 28 oz/ac Roundup PowerMax (49% glyphosate) (2012-6-12),no,row crop agriculture,7,USNVC,somewhat poorly drained,2012 drought year,Phaeozem,no,Ap,USDA Soil Survey,http://websoilsurvey.nrcs.usda.gov/app/WebSoilSurvey.aspx,Hapludoll,USDA NRCS,3.173302174,6.71,"pH meter, 1:2 soil:H2O",no,"row crop, ?-2007",<0.25 mm,0-3%,Nicollet loam,USDA NRCS,(-80C) for 3 months,"48.0, 32.9, 19.0",pipette,no,0.0737977027893,dry combustion,0.0954994511526,gravimetric,env_package: soil,1.82208927978,0.228223127304,15.8459639984,1.98476304043,5.32407388501,0.666859086172,1.25253537155,44,0.960451977401,1450.12102286,83.0906235039,17.8822525245,5.34344451037,25.054431984,106.316320539,17.0900192683,2.1405853634,CC,CC_37,SM,SM_7
CC43-SM-October2012,mge94607,,,72 lb N/acre liquid urea ammonia nitrate (32% solution) applied at planting (2012-5-11); Spray 28 oz/ac  Roundup PowerMax (49% glyphosate) + 19 oz/ac Outlook (2012-5-12);  100 lb N/acre liquid urea ammonia nitrate (32% solution) + 28 oz/ac Roundup PowerMax (49% glyphosate) (2012-6-12),no,row crop agriculture,7,USNVC,somewhat poorly drained,2012 drought year,Phaeozem,no,Ap,USDA Soil Survey,http://websoilsurvey.nrcs.usda.gov/app/WebSoilSurvey.aspx,Hapludoll,USDA NRCS,,6.06,"pH meter, 1:2 soil:H2O",no,"row crop, ?-2007",<0.25 mm,0-3%,Nicollet loam,USDA NRCS,DNA extracted immediately after sieving,"48.0, 32.9, 19.0",pipette,no,,,0.108963093146,gravimetric,env_package: soil,,,,,,,,,,,376.420785994,55.3660898902,32.1129720621,76.8785462308,463.899847946,,,CC,CC_38,SM,SM_8
CC43-WS-July2012,mge94418,,,72 lb N/acre liquid urea ammonia nitrate (32% solution) applied at planting (2012-5-11); Spray 28 oz/ac  Roundup PowerMax (49% glyphosate) + 19 oz/ac Outlook (2012-5-12);  100 lb N/acre liquid urea ammonia nitrate (32% solution) + 28 oz/ac Roundup PowerMax (49% glyphosate) (2012-6-12),no,row crop agriculture,7,USNVC,somewhat poorly drained,2012 drought year,Phaeozem,no,Ap,USDA Soil Survey,http://websoilsurvey.nrcs.usda.gov/app/WebSoilSurvey.aspx,Hapludoll,USDA NRCS,3.281770468,6.71,"pH meter, 1:2 soil:H2O",no,"row crop, ?-2007",8 mm,0-3%,Nicollet loam,USDA NRCS,(-80C) for 3 months,"48.0, 32.9, 19.0",pipette,no,0.0678223669529,dry combustion,0.104143337066,gravimetric,env_package: soil,1.82208927978,0.228223127304,15.8459639984,1.98476304043,5.32407388501,0.666859086172,1.25253537155,44,0.960451977401,2174.21896175,163.808026229,27.1300281535,16.8136926469,37.0574792488,207.75174703,17.0900192683,2.1405853634,CC,CC_39,WS,WS_7
CC43-WS-October2012,mge94610,,,72 lb N/acre liquid urea ammonia nitrate (32% solution) applied at planting (2012-5-11); Spray 28 oz/ac  Roundup PowerMax (49% glyphosate) + 19 oz/ac Outlook (2012-5-12);  100 lb N/acre liquid urea ammonia nitrate (32% solution) + 28 oz/ac Roundup PowerMax (49% glyphosate) (2012-6-12),no,row crop agriculture,7,USNVC,somewhat poorly drained,2012 drought year,Phaeozem,no,Ap,USDA Soil Survey,http://websoilsurvey.nrcs.usda.gov/app/WebSoilSurvey.aspx,Hapludoll,USDA NRCS,,6.06,"pH meter, 1:2 soil:H2O",no,"row crop, ?-2007",8 mm,0-3%,Nicollet loam,USDA NRCS,DNA extracted immediately after sieving,"48.0, 32.9, 19.0",pipette,no,,,0.102617801047,gravimetric,env_package: soil,,,,,,,,,,3997.00243273,316.921581549,57.6813645113,25.233497032,66.9456582162,399.836443092,,,CC,CC_40,WS,WS_8
P13-LM-July2012,mge94421,,,,no,harvested grassland,2.C.1.Nb.M054.G333,USNVC,somewhat poorly drained,2012 drought year,Phaeozem,no,Ap,USDA Soil Survey,http://websoilsurvey.nrcs.usda.gov/app/WebSoilSurvey.aspx,Hapludoll + Endoaquoll,USDA NRCS,5.379249096,7.89,"pH meter, 1:2 soil:H2O",no,"row crop, ?-2007",8-2 mm,0-3%,Nicollet loam + Webster silty clay loam,USDA NRCS,(-80C) for 3 months,"27.2, 40.5, 32.3",pipette,no,0.10397849977,dry combustion,0.173719376392,gravimetric,env_package: soil,37.4844350103,4.5930673028,21.3876057769,2.620680097,5.94734296572,0.728743717409,1.22532653928,8,0.877276592729,1699.17033309,317.264809385,65.3230139778,27.7517399579,57.8210778155,410.33956332,426.547313903,52.2659743983,P,P_1,LM,LM_9
P13-LM-October2012,mge94613,,,,no,harvested grassland,2.C.1.Nb.M054.G333,USNVC,somewhat poorly drained,2012 drought year,Phaeozem,no,Ap,USDA Soil Survey,http://websoilsurvey.nrcs.usda.gov/app/WebSoilSurvey.aspx,Hapludoll + Endoaquoll,USDA NRCS,,7.4,"pH meter, 1:2 soil:H2O",no,"row crop, ?-2007",8-2 mm,0-3%,Nicollet loam + Webster silty clay loam,USDA NRCS,(-80C) for 2 days,"27.2, 40.5, 32.3",pipette,no,,,0.175950486295,gravimetric,env_package: soil,,,,,,,,,,2119.84090205,442.216107689,85.2866412515,26.4579783222,74.8386302885,553.960727263,,,P,P_2,LM,LM_10
P13-MM-July2012,mge94427,,,,no,harvested grassland,2.C.1.Nb.M054.G333,USNVC,somewhat poorly drained,2012 drought year,Phaeozem,no,Ap,USDA Soil Survey,http://websoilsurvey.nrcs.usda.gov/app/WebSoilSurvey.aspx,Hapludoll + Endoaquoll,USDA NRCS,5.294457912,7.89,"pH meter, 1:2 soil:H2O",no,"row crop, ?-2007",1-0.25 mm,0-3%,Nicollet loam + Webster silty clay loam,USDA NRCS,(-80C) for 3 months,"27.2, 40.5, 32.3",pipette,no,0.107725381851,dry combustion,0.169530355097,gravimetric,env_package: soil,37.4844350103,4.5930673028,21.3876057769,2.620680097,5.94734296572,0.728743717409,1.22532653928,8,0.877276592729,2343.87502462,268.576557846,33.0929363038,13.2635374841,65.576853217,314.933031634,426.547313903,52.2659743983,P,P_3,MM,MM_9
P13-MM-October2012,mge94619,,,,no,harvested grassland,2.C.1.Nb.M054.G333,USNVC,somewhat poorly drained,2012 drought year,Phaeozem,no,Ap,USDA Soil Survey,http://websoilsurvey.nrcs.usda.gov/app/WebSoilSurvey.aspx,Hapludoll + Endoaquoll,USDA NRCS,,7.4,"pH meter, 1:2 soil:H2O",no,"row crop, ?-2007",1-0.25 mm,0-3%,Nicollet loam + Webster silty clay loam,USDA NRCS,(-80C) for 2 days,"27.2, 40.5, 32.3",pipette,no,,,0.1771037182,gravimetric,env_package: soil,,,,,,,,,,1634.26953304,263.520245056,61.1311490804,14.4714098693,43.5883600703,339.122804005,,,P,P_4,MM,MM_10
P13-Micro-July2012,mge94424,,,,no,harvested grassland,2.C.1.Nb.M054.G333,USNVC,somewhat poorly drained,2012 drought year,Phaeozem,no,Ap,USDA Soil Survey,http://websoilsurvey.nrcs.usda.gov/app/WebSoilSurvey.aspx,Hapludoll + Endoaquoll,USDA NRCS,3.90207243,7.89,"pH meter, 1:2 soil:H2O",no,"row crop, ?-2007",2-1 mm,0-3%,Nicollet loam + Webster silty clay loam,USDA NRCS,(-80C) for 3 months,"27.2, 40.5, 32.3",pipette,no,0.0882835164666,dry combustion,0.142045454545,gravimetric,env_package: soil,37.4844350103,4.5930673028,21.3876057769,2.620680097,5.94734296572,0.728743717409,1.22532653928,8,0.877276592729,1691.4476251,416.373133916,80.4612696836,30.0624829593,39.3494859732,526.896886559,426.547313903,52.2659743983,P,P_5,Micro,Micro_9
P13-Micro-October2012,mge94616,,,,no,harvested grassland,2.C.1.Nb.M054.G333,USNVC,somewhat poorly drained,2012 drought year,Phaeozem,no,Ap,USDA Soil Survey,http://websoilsurvey.nrcs.usda.gov/app/WebSoilSurvey.aspx,Hapludoll + Endoaquoll,USDA NRCS,,7.4,"pH meter, 1:2 soil:H2O",no,"row crop, ?-2007",2-1 mm,0-3%,Nicollet loam + Webster silty clay loam,USDA NRCS,(-80C) for 2 days,"27.2, 40.5, 32.3",pipette,no,,,0.0951334494781,gravimetric,env_package: soil,,,,,,,,,,1352.06948852,349.678899078,51.1004524653,25.6051321521,34.4899404922,426.384483695,,,P,P_6,Micro,Micro_10
P13-SM-July2012,mge94430,,,,no,harvested grassland,2.C.1.Nb.M054.G333,USNVC,somewhat poorly drained,2012 drought year,Phaeozem,no,Ap,USDA Soil Survey,http://websoilsurvey.nrcs.usda.gov/app/WebSoilSurvey.aspx,Hapludoll + Endoaquoll,USDA NRCS,4.584854603,7.89,"pH meter, 1:2 soil:H2O",no,"row crop, ?-2007",<0.25 mm,0-3%,Nicollet loam + Webster silty clay loam,USDA NRCS,(-80C) for 3 months,"27.2, 40.5, 32.3",pipette,no,0.0950286984444,dry combustion,0.14253647587,gravimetric,env_package: soil,37.4844350103,4.5930673028,21.3876057769,2.620680097,5.94734296572,0.728743717409,1.22532653928,8,0.877276592729,2667.71586255,459.864263268,78.3185209926,28.3987342561,83.8505769075,566.581518516,426.547313903,52.2659743983,P,P_7,SM,SM_9
P13-SM-October2012,mge94622,,,,no,harvested grassland,2.C.1.Nb.M054.G333,USNVC,somewhat poorly drained,2012 drought year,Phaeozem,no,Ap,USDA Soil Survey,http://websoilsurvey.nrcs.usda.gov/app/WebSoilSurvey.aspx,Hapludoll + Endoaquoll,USDA NRCS,,7.4,"pH meter, 1:2 soil:H2O",no,"row crop, ?-2007",<0.25 mm,0-3%,Nicollet loam + Webster silty clay loam,USDA NRCS,(-80C) for 2 days,"27.2, 40.5, 32.3",pipette,no,,,0.150498640073,gravimetric,env_package: soil,,,,,,,,,,1871.89223827,342.768247425,70.4430492066,24.7340584876,49.5183588224,437.945355119,,,P,P_8,SM,SM_10
P13-WS-July2012,mge94433,,,,no,harvested grassland,2.C.1.Nb.M054.G333,USNVC,somewhat poorly drained,2012 drought year,Phaeozem,no,Ap,USDA Soil Survey,http://websoilsurvey.nrcs.usda.gov/app/WebSoilSurvey.aspx,Hapludoll + Endoaquoll,USDA NRCS,4.996460438,7.89,"pH meter, 1:2 soil:H2O",no,"row crop, ?-2007",8 mm,0-3%,Nicollet loam + Webster silty clay loam,USDA NRCS,(-80C) for 3 months,"27.2, 40.5, 32.3",pipette,no,0.0985968187451,dry combustion,0.164083865087,gravimetric,env_package: soil,37.4844350103,4.5930673028,21.3876057769,2.620680097,5.94734296572,0.728743717409,1.22532653928,8,0.877276592729,3672.15612965,593.160152556,102.715787997,42.0779323506,100.231990577,737.953872903,426.547313903,52.2659743983,P,P_9,WS,WS_9
P13-WS-October2012,mge94625,,,,no,harvested grassland,2.C.1.Nb.M054.G333,USNVC,somewhat poorly drained,2012 drought year,Phaeozem,no,Ap,USDA Soil Survey,http://websoilsurvey.nrcs.usda.gov/app/WebSoilSurvey.aspx,Hapludoll + Endoaquoll,USDA NRCS,,7.4,"pH meter, 1:2 soil:H2O",no,"row crop, ?-2007",8 mm,0-3%,Nicollet loam + Webster silty clay loam,USDA NRCS,(-80C) for 2 days,"27.2, 40.5, 32.3",pipette,no,,,0.20197044335,gravimetric,env_package: soil,,,,,,,,,,1755.92106814,330.41589674,45.2570961971,15.9275494402,52.3573097531,391.600542377,,,P,P_10,WS,WS_10
P24-LM-July2012,mge94436,,,,no,harvested grassland,2.C.1.Nb.M054.G333,USNVC,somewhat poorly drained,2012 drought year,Phaeozem,no,Ap,USDA Soil Survey,http://websoilsurvey.nrcs.usda.gov/app/WebSoilSurvey.aspx,Hapludoll + Endoaquoll,USDA NRCS,4.843033314,7.5,"pH meter, 1:2 soil:H2O",no,"row crop, ?-2007",8-2 mm,0-3%,Nicollet loam + Webster silty clay loam,USDA NRCS,(-80C) for 3 months,"28.7, 43.3, 28.0",pipette,no,0.0914528518915,dry combustion,0.150684931507,gravimetric,env_package: soil,35.9404301789,4.28811276271,20.7562780951,2.47646621265,4.1556377051,0.49581607654,1.19311670488,12,0.880771064308,3126.75069684,667.863226833,145.275430027,40.8091285382,102.820270245,853.947785399,386.001284334,46.0544580446,P,P_11,LM,LM_11
P24-LM-October2012,mge94628,,,,no,harvested grassland,2.C.1.Nb.M054.G333,USNVC,somewhat poorly drained,2012 drought year,Phaeozem,no,Ap,USDA Soil Survey,http://websoilsurvey.nrcs.usda.gov/app/WebSoilSurvey.aspx,Hapludoll + Endoaquoll,USDA NRCS,,7.44,"pH meter, 1:2 soil:H2O",no,"row crop, ?-2007",8-2 mm,0-3%,Nicollet loam + Webster silty clay loam,USDA NRCS,(-80C) for 2 days,"28.7, 43.3, 28.0",pipette,no,,,0.159982946609,gravimetric,env_package: soil,,,,,,,,,,2737.98830502,378.104394354,60.8625122579,27.0626266504,106.893834355,466.029533262,,,P,P_12,LM,LM_12
